#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_3172-cat_2	23426	0.5690	0.5109	4.0908	4.1239	1.4039	1.0401	1.0989	0.5674	12.5441	2.3206	0.6381	10.1681	3.1885	1.1058	1.0035
VIRSorter_Contig_912-cat_2	23424	4.0519	2.3957	8.8453	9.8034	5.2518	2.7511	4.7073	4.5123	6.9074	8.6323	3.8883	6.2880	8.4512	12.4073	8.8340
VIRSorter_Contig_1811-cat_2	23377	10.1722	3.4368	5.9939	5.7067	19.6321	12.3611	2.6170	1.5263	5.3064	1.9442	2.5264	15.2773	6.3029	8.2067	6.1654
VIRSorter_Contig_1418-cat_2	23362	5.4434	2.2874	1.6081	1.6796	13.4499	6.1767	3.4004	1.9405	0.0000	0.0000	0.9249	0.0000	0.0000	1.4542	0.9330
VIRSorter_Contig_2536-cat_2	23326	7.1145	1.5199	3.7565	4.5424	3.8218	1.9744	9.4144	3.6957	30.0259	10.5071	3.6541	19.0599	10.2649	7.5172	5.3948
VIRSorter_Contig_3251-cat_2	23293	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0855	0.0000	0.0000	0.0000
VIRSorter_Contig_4479-cat_2	23273	11.0345	6.3728	12.9112	19.9122	19.8467	13.1812	39.1533	27.7127	29.1809	17.9671	5.0915	26.2371	18.6959	13.9706	8.9295
VIRSorter_Contig_1425-cat_2	23272	5.2840	2.8873	5.7957	7.1630	9.3059	5.4520	2.5944	1.6278	1.4931	1.1535	2.5411	10.1364	7.2171	2.7343	2.1116
VIRSorter_Contig_4273-cat_2	23251	0.0000	0.0000	0.0000	0.0150	0.0000	0.0000	0.0000	0.0000	0.1311	0.0181	0.0000	0.1908	0.0980	7.6326	3.3518
VIRSorter_Contig_4079-cat_2	23209	8.1844	4.8366	3.3765	3.7366	5.2626	2.5000	3.8745	3.0369	5.2917	2.8322	2.0172	3.4676	3.5198	12.6069	6.2129
VIRSorter_Contig_2620-cat_2	23083	0.0000	0.1423	1.7578	2.0916	0.0000	0.0000	0.2902	0.0272	13.0833	0.5275	0.0494	0.0031	0.0000	0.0000	0.0000
VIRSorter_Contig_3254-cat_2	23072	29.3892	17.5567	60.4398	55.0633	20.1816	5.0328	22.7163	13.9355	11.9336	13.5795	13.0512	24.8258	25.4421	25.9993	12.7785
VIRSorter_Contig_4257-cat_2	23038	5.0184	2.7077	2.5637	4.7037	6.3203	7.1986	4.4115	3.5885	0.7209	0.0689	2.0776	1.3075	1.1835	10.2132	5.7996
VIRSorter_Contig_4170-cat_2	22947	3.3900	1.8243	0.1345	0.3901	5.8707	3.0278	1.5447	1.6138	2.1934	0.8950	0.5167	2.6820	1.3369	19.2522	10.9176
VIRSorter_Contig_3780-cat_2	22946	0.0000	0.0000	0.0000	0.1628	0.0000	0.0000	0.0000	0.0000	0.6020	0.4772	0.0000	19.3712	18.5570	0.0000	0.0000
VIRSorter_Contig_3220-cat_2	22934	0.0000	0.0000	0.8518	2.6136	0.0884	0.0000	2.4191	4.0510	1.5250	1.7515	0.0000	11.5443	6.6933	0.0000	0.0000
VIRSorter_Contig_3396-cat_2	22910	8.6179	6.0561	7.4220	8.2662	11.1263	5.5868	12.4010	8.8496	18.8752	8.0954	5.0025	24.9737	16.3667	14.3348	10.8436
VIRSorter_Contig_3601-cat_2	22895	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.3795	5.1849	0.0000	0.0000
VIRSorter_Contig_540-cat_2	22851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2927-cat_2	22840	0.3319	0.1270	2.2171	1.4508	0.0482	0.1097	0.7180	0.5404	8.9541	4.5529	0.6276	6.9941	4.8962	1.4409	1.5519
VIRSorter_Contig_1951-cat_2	22836	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_739-cat_2	22835	3.1452	2.5503	8.7937	5.8970	8.0587	3.2246	2.8572	2.1656	2.2156	1.4802	0.6248	5.1727	2.4677	5.9812	1.4482
VIRSorter_Contig_4131-cat_2	22811	1.0455	0.4915	4.1763	5.6772	1.2144	0.9202	6.8059	5.7450	14.2249	5.1876	0.8213	4.5148	2.6548	13.2284	7.9761
VIRSorter_Contig_2901-cat_2	22749	176.0747	139.9451	34.0649	37.2788	118.1319	83.3995	52.9201	65.8964	12.5501	15.6270	45.4357	31.9837	26.6324	67.7683	67.3246
VIRSorter_Contig_3950-cat_2	22748	1.9918	0.6403	6.5002	3.7952	4.3834	2.0304	4.4975	3.1528	2.6430	3.4037	1.4207	9.5327	4.8305	9.9976	2.4046
VIRSorter_Contig_2156-cat_2	22733	0.0174	0.0000	0.3903	0.0523	0.6826	0.2655	35.4119	16.3528	1.3086	0.1513	0.0831	0.3654	0.1513	0.4187	0.0842
VIRSorter_Contig_3900-cat_2	22724	0.3199	0.1002	0.5722	0.7359	0.2317	0.2369	0.6320	0.1947	0.2749	0.0829	0.0554	0.3853	0.3204	0.2079	0.0483
VIRSorter_Contig_3426-cat_2	22631	2.5249	1.3118	2.7922	3.3287	1.9559	1.2107	7.0349	4.5603	11.7138	4.9595	1.2247	11.1933	7.2227	15.5780	7.6231
VIRSorter_Contig_1060-cat_2	22607	4.0454	2.0909	2.8371	10.4017	3.5259	4.0191	4.1988	2.1149	2.2449	1.4147	1.0484	4.3635	3.0364	6.9599	2.7481
VIRSorter_Contig_3976-cat_2	22596	1.4210	1.0307	3.9584	4.1910	3.6546	2.1798	1.9514	1.5111	3.9191	3.2868	2.4190	4.9398	5.0154	8.2343	4.9234
VIRSorter_Contig_2843-cat_2	22542	4.5019	4.6359	2.1319	4.8341	3.8091	2.9024	6.4939	4.4159	10.5157	4.1047	2.1032	3.6363	8.8443	8.8981	3.6595
VIRSorter_Contig_4454-cat_2	22521	12.6020	12.2981	22.9806	19.4502	15.4581	15.4591	26.8620	8.7179	16.8398	6.2076	5.8483	11.1377	9.3683	18.6102	14.6378
VIRSorter_Contig_1100-cat_2	22521	0.7101	0.7337	8.8414	9.2570	0.1516	0.0468	4.7076	5.9951	7.2427	7.0675	0.4808	5.0366	2.8495	2.6739	1.2102
VIRSorter_Contig_3446-cat_2	22504	8.9483	4.2357	8.9425	9.8119	6.8468	5.3678	11.9014	4.3764	10.3704	5.7335	2.2032	16.5240	8.4667	9.3669	6.5734
VIRSorter_Contig_3634-cat_2	22468	2.9086	5.4528	7.7656	5.7342	2.4515	2.5207	6.9913	1.4572	10.9385	2.0977	1.4033	5.4647	7.6758	1.9956	2.0463
VIRSorter_Contig_580-cat_2	22448	0.0000	13.8687	0.0000	0.0000	0.0000	0.0000	0.0711	1.1254	0.0000	0.0000	0.0000	0.0000	0.0000	0.0342	0.0000
VIRSorter_Contig_1838-cat_2	22434	15.4143	11.4848	6.5006	8.2637	16.4792	11.0290	27.9178	16.2875	7.3547	6.5281	3.3550	17.7767	7.6025	15.7984	11.2220
VIRSorter_Contig_38-cat_2	22429	95.5946	5.0693	0.1970	0.7176	8.8177	5.6329	10.1415	3.4215	13.0747	6.7285	2.0846	4.0255	1.3472	2.7483	2.2958
VIRSorter_Contig_3640-cat_2	22429	0.1943	0.8446	0.2522	0.3164	0.0000	0.0000	1.3064	2.0548	3.0451	0.2758	0.0000	7.9326	4.7108	0.0517	0.0000
VIRSorter_Contig_3405-cat_2	22384	0.7737	0.4605	0.3736	0.3904	0.8320	0.5709	0.2881	0.1604	0.1280	0.0190	0.0843	0.5232	0.3861	0.4191	0.1333
VIRSorter_Contig_3227-cat_2	22372	1.4685	1.2215	3.5230	3.9103	1.1348	2.8736	5.5111	3.3924	3.1974	1.3456	1.6968	8.8650	5.2308	0.6033	1.2778
VIRSorter_Contig_836-cat_2	22348	4.0128	2.7746	7.9517	6.1564	9.0601	5.3553	4.8305	3.3803	4.5291	3.4306	5.1051	8.4930	6.7424	7.2905	3.6411
VIRSorter_Contig_4116-cat_2	22259	3.3993	1.3350	2.0443	1.6401	10.5774	6.6725	1.4461	0.9549	0.3260	0.0887	1.6473	0.2951	0.2991	9.7410	2.9602
VIRSorter_Contig_126-cat_2	22238	7.1636	5.8948	1.5998	2.8593	0.8692	0.1983	3.4346	1.1509	9.7309	3.5706	1.5277	12.7239	14.2653	0.7722	0.6039
VIRSorter_Contig_434-cat_2	22228	3.9290	1.5061	4.3862	5.0523	4.3456	2.5895	6.1929	4.3477	2.6230	1.2918	0.6604	3.2996	1.4728	4.7142	3.4173
VIRSorter_Contig_372-cat_2	22198	9.6124	2.9784	2.4551	2.2431	12.8467	7.7717	14.1439	4.4212	3.5215	1.6623	4.1714	3.1133	1.0296	6.2617	5.5795
VIRSorter_Contig_674-cat_2	22195	34.9886	21.5681	22.3801	20.8245	43.4303	30.7349	31.5236	20.8312	38.2665	19.5719	15.1256	63.8169	40.7963	29.8279	16.6067
VIRSorter_Contig_477-cat_2	22172	7.2969	4.1225	0.0000	0.0000	0.0000	0.3513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0989	0.0000
VIRSorter_Contig_1796-cat_2	22136	2.2929	1.7538	2.5881	2.9566	4.9143	9.4656	2.7278	1.7344	1.6476	1.3226	0.6883	3.8372	3.3850	3.8836	2.4018
VIRSorter_Contig_3106-cat_2	22121	2.2439	1.1056	4.5728	5.4799	3.1998	1.3294	2.6469	2.4676	6.5928	4.8691	0.5646	11.7316	6.9098	7.0279	4.5650
VIRSorter_Contig_3354-cat_2	22071	4.8508	3.0656	10.7244	5.3465	6.2439	3.7471	3.6962	5.8255	5.1112	2.2398	4.3757	12.1055	2.4475	9.4154	6.0691
VIRSorter_Contig_2295-cat_2	22069	0.0142	0.0000	1.0857	0.8035	0.0000	0.0000	8.9226	5.6454	0.0470	0.0608	0.0000	0.0275	0.0341	0.0528	0.0000
VIRSorter_Contig_4074-cat_2	22059	10.4081	5.4118	14.0789	13.6737	10.4557	5.4217	9.3859	7.5588	11.1563	7.9380	5.0863	26.4902	15.3564	20.2763	13.6542
VIRSorter_Contig_4556-cat_2	21936	2.1036	1.0219	3.7325	3.7895	1.1303	0.4728	2.6536	3.4233	5.7583	3.8903	0.8838	11.5056	5.7899	46.6048	25.4734
VIRSorter_Contig_3998-cat_2	21910	0.0000	0.0000	0.0209	0.0000	0.0000	0.0000	0.0278	0.0000	0.0000	0.1050	0.1524	0.0948	0.0000	9.0039	0.0000
VIRSorter_Contig_1036-cat_2	21815	5.8087	5.7577	8.8383	21.9068	5.0405	5.7055	9.4596	6.3278	9.3552	7.6646	1.7034	53.4061	14.4481	17.2354	6.9279
VIRSorter_Contig_394-cat_2	21757	11.3271	4.3508	2.2411	1.5374	2.2921	1.2735	2.8744	2.4808	1.7311	1.3548	0.5765	3.7689	2.6053	1.0134	0.6414
VIRSorter_Contig_1464-cat_2	21729	2.4295	1.2125	1.1535	1.6522	13.0121	7.0494	1.9279	1.2998	1.5041	0.8060	1.4371	0.8647	0.6782	1.1828	0.4729
VIRSorter_Contig_3877-cat_2	21679	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0012	0.0089	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3412-cat_2	21648	0.2450	0.0927	0.1428	0.1947	0.6043	0.4588	0.3138	0.0932	0.3064	0.0770	0.2001	0.5060	0.2307	0.3349	0.2062
VIRSorter_Contig_4399-cat_2	21602	14.0088	5.5976	11.6068	9.3230	9.9574	6.6706	12.0585	6.6530	27.3739	12.6446	6.3025	14.2698	9.8196	16.5227	9.3950
VIRSorter_Contig_4429-cat_2	21590	0.5424	0.2029	0.8387	0.5792	1.0496	0.5163	0.3898	0.3028	0.2269	0.3682	0.7554	1.0260	0.9315	0.7770	0.4038
VIRSorter_Contig_1257-cat_2	21588	17.4606	7.6573	17.9291	20.6501	15.0663	12.6780	15.0669	6.5891	10.8602	5.2938	3.2415	5.6493	3.0793	11.7061	6.2858
VIRSorter_Contig_2022-cat_2	21586	2.2829	0.8547	1.0746	1.7093	2.2042	0.5181	12.8503	5.3485	24.6617	7.5556	1.0018	7.4668	5.1672	2.9796	2.5724
VIRSorter_Contig_2864-cat_2	21584	3.9955	2.4100	4.8864	6.8874	8.5026	4.2679	11.0235	8.3541	12.7180	8.5003	3.0440	6.4309	5.6892	11.6013	5.7305
VIRSorter_Contig_4586-cat_2	21549	8.1805	5.3522	6.3269	6.3767	14.0405	11.6701	11.5218	8.7961	21.1672	12.1832	5.8455	21.8362	13.5322	16.8309	10.1708
VIRSorter_Contig_2819-cat_2	21540	2.1447	0.5465	3.9154	4.5581	1.3586	0.9379	2.6870	0.8279	8.0625	4.7444	2.4570	7.7782	6.4822	5.3645	4.5212
VIRSorter_Contig_347-cat_2	21504	11.4942	9.2699	3.3614	3.5601	13.6222	7.2431	7.4335	5.3747	1.1971	0.5809	0.4511	0.6829	0.5560	0.4465	0.2056
VIRSorter_Contig_1124-cat_2	21500	4.3840	4.0153	7.5777	9.3923	4.2235	0.5618	9.9387	2.9580	11.7125	7.3208	4.2069	3.1007	2.1597	0.8784	0.1805
VIRSorter_Contig_3748-cat_2	21457	2.0456	1.1186	2.2182	2.4792	3.5410	2.9139	4.7335	2.8636	4.2630	2.1216	1.5647	6.7303	3.8551	3.4939	2.1704
VIRSorter_Contig_4323-cat_2	21457	1.4611	0.7527	0.8204	1.0235	2.2363	1.0309	1.4886	0.7857	3.0436	1.5752	0.7401	3.6118	2.3159	2.5594	0.6646
VIRSorter_Contig_2634-cat_2	21373	4.0009	2.1987	4.2870	4.7611	7.7822	3.9051	8.1236	7.1609	12.7828	8.7445	2.5431	7.2636	5.8036	21.0418	12.2965
VIRSorter_Contig_2588-cat_2	21349	1.1311	0.0000	0.0290	0.3181	0.0000	0.0000	3.5324	2.6533	10.3156	7.2740	0.0167	8.4887	1.7096	3.3030	1.9140
VIRSorter_Contig_3057-cat_2	21334	2.2772	0.5328	13.4017	15.2149	6.0966	2.7545	6.8285	5.5970	72.5780	55.2757	14.3505	15.0371	9.5219	6.9568	5.7311
VIRSorter_Contig_1253-cat_2	21327	16.5300	7.4199	4.8643	7.8075	16.1651	4.3792	6.7679	3.8622	3.6957	16.9642	6.5510	2.8592	2.7433	3.7643	1.9705
VIRSorter_Contig_2441-cat_2	21298	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.7444	0.3259	0.0000	0.0000	0.0000	0.0899	0.0000	0.0000	0.0000
VIRSorter_Contig_4241-cat_2	21296	1.7575	4.1538	2.8243	4.3894	0.6200	0.0116	2.8853	1.8049	0.7392	6.3268	0.7140	0.9348	0.0000	13.8936	3.0893
VIRSorter_Contig_1040-cat_2	21282	9.0210	5.4014	19.0029	15.3150	8.2788	5.0063	11.9157	9.2198	8.9024	6.9894	8.3107	22.8324	10.6981	8.9004	6.3686
VIRSorter_Contig_1277-cat_2	21256	0.0123	0.0000	0.0524	0.0000	63.3756	0.0768	0.1559	0.0000	0.2844	0.0976	0.0376	0.0177	0.0279	0.6504	0.3809
VIRSorter_Contig_1515-cat_2	21191	2.5325	1.4261	1.2584	1.1172	9.1472	5.4305	1.4304	1.4773	1.6848	1.0086	1.7803	1.0830	0.9130	3.6224	2.0226
VIRSorter_Contig_908-cat_2	21172	0.4792	0.5004	0.9957	1.2056	1.2609	0.7448	0.6123	0.2814	2.1874	1.4607	0.5040	2.2250	1.6395	1.9235	0.9789
VIRSorter_Contig_4489-cat_2	21164	5.3229	3.4714	8.2541	9.6216	14.3485	11.2937	7.6351	6.1770	9.8251	6.3942	5.5268	4.9416	4.8208	14.1248	9.8066
VIRSorter_Contig_3060-cat_2	21107	21.6471	15.3179	11.7123	9.4283	11.1023	9.7351	18.8939	14.5558	21.3416	11.1912	20.0484	21.8634	16.7334	5.4981	3.2283
VIRSorter_Contig_3147-cat_2	21099	2.6976	2.2725	0.5247	0.7391	13.2468	5.0806	1.7491	0.5486	6.3111	2.4101	0.0832	11.3374	8.7417	1.7912	1.6665
VIRSorter_Contig_833-cat_2	21085	0.5057	1.4212	11.6671	9.2168	1.6872	2.7059	3.5713	1.0041	3.1182	0.7505	1.6861	0.5927	2.1903	0.4855	0.3866
VIRSorter_Contig_1505-cat_2	20999	8.5864	4.7860	3.0496	3.9892	11.3617	8.2834	12.9041	7.5463	2.5159	1.8750	1.4009	2.3290	1.6980	1.9448	1.0869
VIRSorter_Contig_1114-cat_2	20953	39.5478	29.4387	25.8818	30.8475	33.4972	25.0130	31.3957	30.6920	48.9305	27.4288	18.0268	60.0135	32.1297	27.2754	17.0718
VIRSorter_Contig_294-cat_2	20951	10.7415	4.3224	4.5001	3.2710	1.4898	1.5235	7.4928	3.0937	2.8724	2.3920	1.2043	4.5371	6.1271	7.2037	4.9002
VIRSorter_Contig_609-cat_2	20908	6.8928	8.4076	0.6468	1.4592	0.4362	0.3439	3.7803	1.7055	1.1481	0.9538	0.6441	1.5925	2.4850	1.0323	0.4240
VIRSorter_Contig_2627-cat_2	20904	0.0074	0.0000	1.2089	1.6335	0.0127	0.0000	2.9223	1.0314	9.1483	3.5485	0.0000	3.7084	2.6436	4.2111	1.9003
VIRSorter_Contig_1309-cat_2	20893	4.8427	5.0352	0.1007	0.0938	8.0073	9.8400	0.0000	0.0000	0.0000	0.0000	0.1920	0.0000	0.0000	0.4168	0.2464
VIRSorter_Contig_4424-cat_2	20791	0.5191	0.2627	0.0000	0.0699	0.0118	0.0000	0.0449	0.0000	0.9939	0.6778	0.0000	0.3351	0.1209	6.8788	3.7841
VIRSorter_Contig_1462-cat_2	20782	2.6562	1.6448	0.0835	0.0821	8.5010	4.4969	1.6536	0.8746	1.0168	0.6362	3.6779	0.4493	0.1626	2.4276	3.0383
VIRSorter_Contig_1384-cat_2	20743	3.5761	1.8923	1.1970	1.5200	9.6210	5.2086	4.5360	2.3645	0.9350	0.3394	1.8061	1.8726	1.8029	3.9949	1.8075
VIRSorter_Contig_1098-cat_2	20733	9.6537	7.8503	22.0321	20.0440	10.7600	8.0591	19.9711	18.5162	38.5370	25.3717	6.5950	30.8507	22.0801	32.2361	19.2723
VIRSorter_Contig_4068-cat_2	20732	1.4823	3.1075	2.1770	3.7579	0.3018	0.0323	2.6684	1.0786	0.2840	3.2248	0.5156	1.1344	0.0356	12.9870	2.5752
VIRSorter_Contig_2498-cat_2	20719	6.1967	4.2140	6.3222	7.3685	12.3356	9.6401	14.1681	9.8315	13.5817	7.5391	5.4157	22.5237	14.7741	12.9971	6.3898
VIRSorter_Contig_2912-cat_2	20655	0.0154	0.0107	0.1224	0.0918	0.2073	0.0560	0.0566	0.0885	0.1437	0.0165	0.0418	0.1748	0.0771	0.3207	0.1616
VIRSorter_Contig_4328-cat_2	20649	0.4566	0.1427	0.2302	0.5511	0.8524	0.7812	0.8041	0.6032	0.6565	0.9417	0.1729	0.8515	2.1588	11.5796	0.3814
VIRSorter_Contig_1766-cat_2	20616	13.7623	4.4055	14.7677	17.5150	15.6065	9.0399	149.7258	30.6761	150.7028	41.3465	38.1643	143.0925	30.4714	39.0284	37.7965
VIRSorter_Contig_3977-cat_2	20589	1.3138	0.0000	0.0000	0.0000	0.2247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.0711	2.9053
VIRSorter_Contig_3168-cat_2	20586	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.3274	2.2903	0.0000	0.0000
VIRSorter_Contig_3108-cat_2	20574	3.4400	1.3615	9.2109	7.7404	2.4826	2.2679	6.8648	3.2666	5.1047	3.1545	2.6880	8.9267	3.0020	5.1925	3.9358
VIRSorter_Contig_413-cat_2	20561	10.9592	0.5078	0.0840	0.0785	15.4377	0.7586	1.3439	1.7952	0.8824	0.0689	0.0000	0.1235	0.0863	0.0109	0.0000
VIRSorter_Contig_1276-cat_2	20535	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_993-cat_2	20534	2.0640	1.3300	5.0009	5.9050	6.0295	2.3106	4.6295	4.2404	9.7098	7.0342	1.4837	14.5891	9.6150	10.2496	6.7804
VIRSorter_Contig_4025-cat_2	20530	0.3755	0.1021	1.9490	1.9710	0.6881	0.1728	4.2050	1.7488	0.7519	0.7613	0.1011	2.2779	2.5402	7.1192	3.1290
VIRSorter_Contig_1901-cat_2	20506	11.4211	5.3167	1.1467	1.2998	20.6724	10.5574	7.6102	4.0410	6.7776	3.4846	1.7612	3.0804	1.2463	2.4095	1.8956
VIRSorter_Contig_3075-cat_2	20485	66.9366	36.7626	63.2466	65.0294	51.0307	34.4577	65.6925	50.5554	64.1508	42.2623	22.1902	118.2712	75.6942	76.7387	45.8960
VIRSorter_Contig_1574-cat_2	20482	20.1151	9.7474	0.7788	0.6727	27.1167	13.4795	12.7227	9.2920	4.0988	1.9674	4.7192	1.8384	1.3673	11.7993	9.1807
VIRSorter_Contig_613-cat_2	20467	2.0463	6.6148	8.7598	5.4735	3.6760	8.1118	5.7631	1.3515	0.9021	0.0880	0.7768	0.7519	2.6043	0.1962	0.3055
VIRSorter_Contig_551-cat_2	20431	2.1462	7.4282	5.9478	5.3840	8.2957	5.7855	6.0877	3.4284	3.0649	0.6008	4.1932	1.9025	3.9273	4.5950	4.3544
VIRSorter_Contig_4180-cat_2	20407	0.2138	0.0000	2.7685	1.9152	6.1401	2.7229	11.0343	4.1150	7.5541	3.8041	1.8899	5.8327	5.5830	12.2850	6.7540
VIRSorter_Contig_3245-cat_2	20393	0.0000	0.0000	0.4979	0.3998	0.0340	0.0000	0.2017	0.0000	7.1131	1.0608	0.0000	9.2187	2.6827	1.1634	1.2689
VIRSorter_Contig_620-cat_2	20391	9.7337	6.3879	12.5754	14.5119	7.2042	4.5604	10.5501	9.3080	14.7504	9.1737	4.7722	26.7717	17.3007	19.3382	12.6782
VIRSorter_Contig_2114-cat_2	20386	4.2442	2.0181	2.8683	2.9132	3.6845	2.8349	7.4654	5.9298	9.1633	4.8576	1.0976	4.5646	4.0118	5.8630	3.7340
VIRSorter_Contig_1011-cat_2	20380	2.4973	1.3024	3.9517	4.1773	5.9112	4.7057	2.9042	2.2500	4.1208	2.7192	2.0367	2.0516	2.3042	6.1253	3.9168
VIRSorter_Contig_101-cat_2	20360	3.3636	0.7164	0.0000	0.3248	0.0000	0.0468	4.5312	0.1337	0.1721	0.2046	0.0000	5.0047	3.2430	0.0374	0.0234
VIRSorter_Contig_173-cat_2	20357	11.3234	5.0194	1.4629	0.8471	2.5424	2.4766	2.3247	1.9302	0.2907	0.1494	0.9665	1.6618	0.9845	1.8194	1.2316
VIRSorter_Contig_3773-cat_2	20352	0.0000	0.0000	0.1544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0283	0.0000	3.6207	1.3143	0.0000	0.0000
VIRSorter_Contig_2045-cat_2	20338	4.2323	1.3055	5.9088	3.2759	3.8529	0.4322	13.6918	2.7056	7.9637	5.6430	8.4181	11.7509	3.4953	3.4451	1.2430
VIRSorter_Contig_3486-cat_2	20320	5.1333	3.5266	3.2668	3.2135	3.7679	2.6984	5.1508	4.9801	3.2307	1.9888	2.1738	9.6393	5.1884	4.6590	3.1382
VIRSorter_Contig_4466-cat_2	20272	0.0000	0.0000	0.0089	0.0070	0.0000	0.0000	0.0000	0.0000	0.0320	0.0089	0.0302	0.0528	0.0571	1.3682	1.0641
VIRSorter_Contig_283-cat_2	20268	7.2285	1.3477	0.5466	1.3403	0.2341	0.2937	1.2078	0.7922	0.9981	0.2535	0.3280	1.1272	11.2864	1.7781	4.2872
VIRSorter_Contig_4343-cat_2	20256	5.3295	3.7920	4.7671	5.6138	6.1472	3.4390	6.5560	5.9038	6.2723	4.0002	2.4111	10.6255	7.0308	11.4092	7.9972
VIRSorter_Contig_465-cat_2	20249	14.6253	3.5489	0.3590	2.3873	1.2182	0.5888	9.8477	4.8820	3.5117	0.8046	0.2850	0.0000	0.0000	1.9349	1.4157
VIRSorter_Contig_3797-cat_2	20230	6.7934	4.7294	6.3591	5.7323	6.2490	3.8018	5.7058	3.8731	4.9745	3.0441	3.1928	9.2628	6.7823	7.5719	3.2047
VIRSorter_Contig_2565-cat_2	20222	0.0000	0.0000	0.7120	0.4592	0.0000	0.0000	0.3214	0.0245	11.6278	5.5541	0.5802	1.2326	0.6035	0.0000	0.0000
VIRSorter_Contig_3084-cat_2	20215	0.0108	0.0749	0.0000	0.0000	0.0000	0.0000	0.0135	0.0000	0.0000	0.0000	6.1156	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_4114-cat_2	20191	3.9743	2.8553	4.3628	4.7281	5.6198	2.5158	4.6038	4.4052	5.1776	3.3151	1.7440	8.3713	5.3970	12.1688	8.7246
VIRSorter_Contig_145-cat_2	20109	8.1791	2.1619	0.4103	0.7214	3.1669	5.1989	1.2773	0.9236	1.8187	0.6782	1.5434	0.5931	1.0610	1.3011	2.9930
VIRSorter_Contig_3531-cat_2	20099	2.8674	1.3487	10.2650	40.3452	10.0389	8.2686	24.0542	29.2159	53.3147	45.1834	2.3227	32.0136	27.4178	4.4144	2.1924
VIRSorter_Contig_1122-cat_2	20074	0.2357	0.1032	12.2537	11.2850	0.9937	0.3994	4.0448	2.0157	1.8700	0.3735	1.6316	2.6382	2.3465	1.0827	0.5273
VIRSorter_Contig_1890-cat_2	20031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0574	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1530-cat_2	20010	8.1389	4.4281	1.4939	1.5735	10.4031	6.0559	2.4177	1.5543	0.9262	0.6487	1.1765	0.5910	0.4719	1.3913	0.4571
VIRSorter_Contig_1829-cat_2	19985	0.0000	0.0000	0.0000	0.0000	1.1614	0.7899	0.0180	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2866	0.0311
VIRSorter_Contig_2953-cat_2	19966	0.0000	0.0000	0.2990	0.3715	1.1769	0.0736	1.0535	0.3245	3.3869	5.1171	10.6296	3.6159	2.3647	2.1408	1.7300
VIRSorter_Contig_3125-cat_2	19931	0.1538	0.7787	0.2302	0.6280	0.0000	0.0000	0.6179	0.4014	0.6306	0.2771	0.0000	8.4943	3.4416	0.3154	0.1646
VIRSorter_Contig_767-cat_2	19930	0.1010	0.0760	3.7019	2.2623	0.1698	0.2615	2.2186	0.6798	2.2351	1.4900	0.2401	3.8268	3.0450	0.1936	0.1253
VIRSorter_Contig_1487-cat_2	19874	2.2489	1.5266	6.2523	2.7306	8.4464	3.3335	6.7691	2.8117	5.5045	5.1772	1.7264	4.0795	2.8997	6.6443	5.7082
VIRSorter_Contig_498-cat_2	19851	15.1557	8.6367	0.0000	0.0112	0.0167	0.0290	0.0000	0.0000	0.0000	0.0000	0.3071	5.5663	3.6692	5.0741	6.5673
VIRSorter_Contig_686-cat_2	19842	10.4247	5.4928	11.6661	12.7194	13.4208	5.2185	5.4781	3.8953	1.6358	2.9342	8.6053	2.7839	1.6698	7.9093	6.3737
