#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_3064-cat_2	18893	2948.0000	1921.0000	1303.0000	1020.0000	1308.0000	1268.0000	2341.0000	1609.0000	2431.0000	1313.0000	2566.0000	2673.0000	1955.0000	708.0000	458.0000
VIRSorter_Contig_232-cat_2	18892	1046.0000	575.0000	650.0000	500.0000	838.0000	755.0000	583.0000	503.0000	429.0000	278.0000	360.0000	1055.0000	617.0000	570.0000	335.0000
VIRSorter_Contig_2246-cat_2	18878	189.0000	145.0000	344.0000	151.0000	106.0000	86.0000	2629.0000	318.0000	457.0000	78.0000	66.0000	135.0000	107.0000	190.0000	156.0000
VIRSorter_Contig_1994-cat_2	18831	345.0000	116.0000	289.0000	300.0000	98.0000	64.0000	1115.0000	798.0000	173.0000	119.0000	10.0000	95.0000	138.0000	0.0000	0.0000
VIRSorter_Contig_3963-cat_2	18810	91.0000	83.0000	30.0000	27.0000	32.0000	21.0000	28.0000	29.0000	152.0000	93.0000	20.0000	45.0000	56.0000	1966.0000	1655.0000
VIRSorter_Contig_1215-cat_2	18807	57.0000	38.0000	0.0000	0.0000	514.0000	235.0000	0.0000	0.0000	0.0000	0.0000	58.0000	0.0000	3.0000	85.0000	50.0000
VIRSorter_Contig_4406-cat_2	18797	292.0000	260.0000	217.0000	187.0000	875.0000	564.0000	649.0000	206.0000	436.0000	183.0000	133.0000	280.0000	163.0000	1470.0000	496.0000
VIRSorter_Contig_3927-cat_2	18785	855.0000	639.0000	1065.0000	1295.0000	678.0000	836.0000	618.0000	573.0000	931.0000	749.0000	582.0000	793.0000	1032.0000	906.0000	1121.0000
VIRSorter_Contig_3364-cat_2	18719	748.0000	312.0000	1588.0000	1671.0000	545.0000	163.0000	1526.0000	1638.0000	2091.0000	2253.0000	363.0000	3923.0000	1807.0000	9473.0000	6711.0000
VIRSorter_Contig_4130-cat_2	18715	1854.0000	1362.0000	2003.0000	1888.0000	3146.0000	1868.0000	1767.0000	2325.0000	937.0000	402.0000	879.0000	1274.0000	1926.0000	1949.0000	437.0000
VIRSorter_Contig_1019-cat_2	18714	0.0000	2.0000	1262.0000	1554.0000	5.0000	0.0000	353.0000	20.0000	1030.0000	354.0000	114.0000	760.0000	118.0000	0.0000	4.0000
VIRSorter_Contig_1194-cat_2	18712	975.0000	359.0000	235.0000	260.0000	1186.0000	639.0000	390.0000	359.0000	282.0000	155.0000	242.0000	521.0000	243.0000	517.0000	262.0000
VIRSorter_Contig_2882-cat_2	18705	985.0000	605.0000	1209.0000	1046.0000	2792.0000	1836.0000	2530.0000	3422.0000	1654.0000	1450.0000	1421.0000	1593.0000	1038.0000	3936.0000	2316.0000
VIRSorter_Contig_3131-cat_2	18698	2.0000	6.0000	420.0000	217.0000	12.0000	6.0000	50.0000	12.0000	107.0000	48.0000	32.0000	1275.0000	1351.0000	34.0000	8.0000
VIRSorter_Contig_2444-cat_2	18694	82.0000	11.0000	12.0000	12.0000	83.0000	433.0000	720.0000	7492.0000	221.0000	67.0000	84.0000	16.0000	2.0000	4.0000	29.0000
VIRSorter_Contig_124-cat_2	18691	1119.0000	763.0000	749.0000	777.0000	1218.0000	747.0000	972.0000	873.0000	656.0000	392.0000	575.0000	921.0000	594.0000	877.0000	457.0000
VIRSorter_Contig_3535-cat_2	18666	336.0000	261.0000	728.0000	828.0000	697.0000	348.0000	667.0000	633.0000	1286.0000	1056.0000	292.0000	1851.0000	1259.0000	1621.0000	918.0000
VIRSorter_Contig_1272-cat_2	18636	55.0000	42.0000	0.0000	0.0000	695.0000	282.0000	0.0000	0.0000	0.0000	0.0000	69.0000	2.0000	0.0000	192.0000	160.0000
VIRSorter_Contig_193-cat_2	18604	249.0000	138.0000	150.0000	209.0000	154.0000	89.0000	281.0000	174.0000	42.0000	30.0000	30.0000	76.0000	59.0000	97.0000	82.0000
VIRSorter_Contig_2361-cat_2	18603	2654.0000	1689.0000	2269.0000	2270.0000	2091.0000	1672.0000	2835.0000	1709.0000	3050.0000	1487.0000	1128.0000	3321.0000	2219.0000	3492.0000	2250.0000
VIRSorter_Contig_1185-cat_2	18603	564.0000	404.0000	0.0000	0.0000	981.0000	510.0000	2.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	0.0000	2.0000
VIRSorter_Contig_4611-cat_2	18560	207.0000	57.0000	202.0000	168.0000	143.0000	49.0000	187.0000	157.0000	304.0000	370.0000	122.0000	295.0000	155.0000	777.0000	841.0000
VIRSorter_Contig_3932-cat_2	18541	287.0000	196.0000	412.0000	430.0000	102.0000	95.0000	398.0000	295.0000	242.0000	222.0000	112.0000	855.0000	912.0000	200.0000	154.0000
VIRSorter_Contig_1261-cat_2	18523	831.0000	536.0000	630.0000	509.0000	1330.0000	989.0000	636.0000	316.0000	336.0000	305.0000	266.0000	582.0000	369.0000	471.0000	276.0000
VIRSorter_Contig_277-cat_2	18513	1337.0000	270.0000	128.0000	209.0000	311.0000	202.0000	789.0000	355.0000	1189.0000	408.0000	35.0000	89.0000	91.0000	574.0000	539.0000
VIRSorter_Contig_3274-cat_2	18478	208.0000	158.0000	631.0000	465.0000	849.0000	721.0000	1023.0000	404.0000	583.0000	451.0000	234.0000	1287.0000	1110.0000	286.0000	206.0000
VIRSorter_Contig_181-cat_2	18461	996.0000	429.0000	378.0000	569.0000	830.0000	369.0000	628.0000	1141.0000	792.0000	551.0000	400.0000	915.0000	414.0000	635.0000	333.0000
VIRSorter_Contig_363-cat_2	18431	1692.0000	1040.0000	535.0000	435.0000	1218.0000	824.0000	758.0000	537.0000	768.0000	426.0000	391.0000	680.0000	513.0000	885.0000	544.0000
VIRSorter_Contig_148-cat_2	18419	1166.0000	471.0000	124.0000	155.0000	110.0000	79.0000	271.0000	154.0000	113.0000	45.0000	56.0000	84.0000	67.0000	160.0000	88.0000
VIRSorter_Contig_4594-cat_2	18400	0.0000	0.0000	26.0000	64.0000	2.0000	10.0000	32.0000	56.0000	1045.0000	606.0000	128.0000	158.0000	234.0000	58.0000	1632.0000
VIRSorter_Contig_1512-cat_2	18380	1306.0000	628.0000	1066.0000	963.0000	1540.0000	1185.0000	1142.0000	478.0000	969.0000	654.0000	545.0000	1314.0000	750.0000	1972.0000	1293.0000
VIRSorter_Contig_618-cat_2	18360	58.0000	50.0000	1092.0000	1243.0000	56.0000	22.0000	211.0000	146.0000	969.0000	310.0000	22.0000	751.0000	175.0000	161.0000	72.0000
VIRSorter_Contig_809-cat_2	18350	636.0000	503.0000	1107.0000	1090.0000	377.0000	217.0000	582.0000	575.0000	405.0000	348.0000	247.0000	604.0000	505.0000	692.0000	505.0000
VIRSorter_Contig_3059-cat_2	18326	1773.0000	1446.0000	3781.0000	4455.0000	2626.0000	2513.0000	557.0000	420.0000	3228.0000	2409.0000	1792.0000	754.0000	515.0000	4701.0000	5798.0000
VIRSorter_Contig_3715-cat_2	18277	408.0000	207.0000	272.0000	322.0000	562.0000	452.0000	481.0000	324.0000	738.0000	476.0000	285.0000	921.0000	683.0000	730.0000	370.0000
VIRSorter_Contig_4432-cat_2	18276	1844.0000	418.0000	1776.0000	1307.0000	602.0000	146.0000	900.0000	295.0000	116.0000	174.0000	249.0000	456.0000	362.0000	2036.0000	521.0000
VIRSorter_Contig_1567-cat_2	18264	870.0000	595.0000	496.0000	594.0000	2014.0000	1281.0000	936.0000	843.0000	437.0000	335.0000	203.0000	474.0000	365.0000	770.0000	523.0000
VIRSorter_Contig_1831-cat_2	18246	2465.0000	3288.0000	5790.0000	6005.0000	3330.0000	2324.0000	8194.0000	1822.0000	6743.0000	1278.0000	1855.0000	4892.0000	3893.0000	4042.0000	3155.0000
VIRSorter_Contig_226-cat_2	18224	1259.0000	723.0000	140.0000	172.0000	14.0000	2.0000	158.0000	14.0000	26.0000	44.0000	70.0000	410.0000	368.0000	64.0000	26.0000
VIRSorter_Contig_373-cat_2	18203	1948.0000	1201.0000	3001.0000	3105.0000	2228.0000	2140.0000	6296.0000	5879.0000	4905.0000	2949.0000	1865.0000	5273.0000	2557.0000	1714.0000	1177.0000
VIRSorter_Contig_2440-cat_2	18084	288.0000	317.0000	225.0000	253.0000	360.0000	300.0000	989.0000	856.0000	55.0000	16.0000	204.0000	91.0000	125.0000	716.0000	340.0000
VIRSorter_Contig_4391-cat_2	18075	1500.0000	670.0000	843.0000	631.0000	5448.0000	1333.0000	967.0000	678.0000	1494.0000	978.0000	826.0000	1754.0000	1021.0000	1345.0000	904.0000
VIRSorter_Contig_714-cat_2	18072	1762.0000	1148.0000	1819.0000	1641.0000	1562.0000	1038.0000	1797.0000	1314.0000	2368.0000	1117.0000	751.0000	2834.0000	2158.0000	2617.0000	1537.0000
VIRSorter_Contig_4181-cat_2	18061	127.0000	29.0000	140.0000	179.0000	548.0000	269.0000	167.0000	72.0000	39.0000	18.0000	205.0000	282.0000	115.0000	1141.0000	138.0000
VIRSorter_Contig_17-cat_2	18047	5576.0000	3561.0000	1362.0000	5931.0000	4579.0000	1154.0000	1148.0000	3234.0000	4550.0000	1134.0000	1988.0000	498.0000	145.0000	2916.0000	1846.0000
VIRSorter_Contig_3011-cat_2	17980	159.0000	73.0000	596.0000	648.0000	311.0000	94.0000	1638.0000	983.0000	3446.0000	2164.0000	380.0000	743.0000	904.0000	238.0000	155.0000
VIRSorter_Contig_1189-cat_2	17969	2371.0000	596.0000	574.0000	505.0000	3051.0000	1152.0000	10800.0000	3584.0000	10985.0000	4442.0000	1181.0000	6684.0000	8110.0000	967.0000	372.0000
VIRSorter_Contig_3600-cat_2	17967	243.0000	85.0000	57.0000	80.0000	79.0000	25.0000	373.0000	64.0000	54.0000	37.0000	4.0000	430.0000	249.0000	36.0000	30.0000
VIRSorter_Contig_3967-cat_2	17966	124.0000	149.0000	278.0000	230.0000	47.0000	10.0000	339.0000	66.0000	188.0000	108.0000	302.0000	320.0000	164.0000	1143.0000	961.0000
VIRSorter_Contig_3458-cat_2	17963	1136.0000	825.0000	827.0000	1211.0000	917.0000	863.0000	2141.0000	2038.0000	826.0000	774.0000	470.0000	838.0000	967.0000	1154.0000	944.0000
VIRSorter_Contig_772-cat_2	17960	297.0000	158.0000	1081.0000	833.0000	410.0000	370.0000	323.0000	252.0000	75.0000	60.0000	337.0000	264.0000	113.0000	390.0000	234.0000
VIRSorter_Contig_1749-cat_2	17959	566.0000	290.0000	246.0000	300.0000	1863.0000	1344.0000	237.0000	55.0000	126.0000	36.0000	122.0000	157.0000	132.0000	227.0000	163.0000
VIRSorter_Contig_1856-cat_2	17955	407.0000	373.0000	76.0000	243.0000	404.0000	1085.0000	12.0000	24.0000	60.0000	317.0000	110.0000	42.0000	48.0000	24.0000	53.0000
VIRSorter_Contig_3683-cat_2	17912	47.0000	89.0000	42.0000	27.0000	9.0000	4.0000	77.0000	145.0000	181.0000	40.0000	0.0000	465.0000	924.0000	4.0000	4.0000
VIRSorter_Contig_4345-cat_2	17906	418.0000	378.0000	656.0000	576.0000	417.0000	378.0000	825.0000	582.0000	667.0000	328.0000	542.0000	691.0000	529.0000	1944.0000	1155.0000
VIRSorter_Contig_2066-cat_2	17896	23.0000	8.0000	85.0000	124.0000	26.0000	12.0000	285.0000	82.0000	465.0000	260.0000	16.0000	418.0000	192.0000	81.0000	30.0000
VIRSorter_Contig_3414-cat_2	17893	5.0000	6.0000	118.0000	178.0000	601.0000	783.0000	576.0000	329.0000	672.0000	342.0000	1160.0000	715.0000	239.0000	895.0000	888.0000
VIRSorter_Contig_36-cat_2	17802	1653.0000	1587.0000	1577.0000	1878.0000	622.0000	307.0000	1467.0000	1604.0000	548.0000	409.0000	247.0000	856.0000	521.0000	842.0000	510.0000
VIRSorter_Contig_1774-cat_2	17793	656.0000	341.0000	565.0000	375.0000	1184.0000	727.0000	862.0000	363.0000	367.0000	152.0000	276.0000	414.0000	227.0000	646.0000	393.0000
VIRSorter_Contig_2729-cat_2	17759	209.0000	58.0000	12.0000	34.0000	32.0000	31.0000	157.0000	66.0000	189.0000	55.0000	10.0000	12.0000	11.0000	111.0000	77.0000
VIRSorter_Contig_92-cat_2	17757	298.0000	84.0000	436.0000	166.0000	384.0000	40.0000	89.0000	259.0000	0.0000	4.0000	24.0000	0.0000	0.0000	784.0000	204.0000
VIRSorter_Contig_4474-cat_2	17749	594.0000	309.0000	82.0000	60.0000	952.0000	498.0000	310.0000	246.0000	458.0000	198.0000	141.0000	599.0000	279.0000	3309.0000	1876.0000
VIRSorter_Contig_241-cat_2	17745	425.0000	218.0000	232.0000	260.0000	545.0000	605.0000	357.0000	338.0000	346.0000	370.0000	178.0000	843.0000	627.0000	367.0000	389.0000
VIRSorter_Contig_2147-cat_2	17732	2.0000	0.0000	0.0000	0.0000	2.0000	0.0000	1028.0000	618.0000	0.0000	0.0000	2.0000	2.0000	4.0000	29.0000	95.0000
VIRSorter_Contig_4426-cat_2	17725	504.0000	408.0000	467.0000	590.0000	689.0000	468.0000	471.0000	528.0000	380.0000	269.0000	228.0000	482.0000	282.0000	2163.0000	1234.0000
VIRSorter_Contig_4048-cat_2	17713	1816.0000	839.0000	774.0000	659.0000	3395.0000	1951.0000	1359.0000	1438.0000	734.0000	334.0000	641.0000	767.0000	444.0000	1508.0000	793.0000
VIRSorter_Contig_4033-cat_2	17710	82.0000	90.0000	66.0000	64.0000	123.0000	26.0000	98.0000	72.0000	84.0000	70.0000	86.0000	38.0000	42.0000	983.0000	478.0000
VIRSorter_Contig_216-cat_2	17709	1033.0000	493.0000	301.0000	230.0000	334.0000	218.0000	410.0000	337.0000	294.0000	191.0000	93.0000	484.0000	296.0000	155.0000	96.0000
VIRSorter_Contig_2301-cat_2	17708	694.0000	508.0000	747.0000	595.0000	831.0000	418.0000	1053.0000	350.0000	924.0000	408.0000	458.0000	745.0000	361.0000	421.0000	396.0000
VIRSorter_Contig_3770-cat_2	17707	1213.0000	617.0000	360.0000	419.0000	500.0000	255.0000	1167.0000	211.0000	1329.0000	374.0000	60.0000	1159.0000	3254.0000	356.0000	942.0000
VIRSorter_Contig_617-cat_2	17676	0.0000	0.0000	760.0000	256.0000	0.0000	0.0000	148.0000	2.0000	299.0000	0.0000	4.0000	550.0000	123.0000	0.0000	0.0000
VIRSorter_Contig_3571-cat_2	17627	338.0000	164.0000	312.0000	281.0000	485.0000	342.0000	377.0000	250.0000	346.0000	163.0000	109.0000	1890.0000	884.0000	427.0000	277.0000
VIRSorter_Contig_3406-cat_2	17616	135.0000	89.0000	124.0000	186.0000	213.0000	145.0000	174.0000	92.0000	226.0000	105.0000	52.0000	217.0000	163.0000	287.0000	148.0000
VIRSorter_Contig_1066-cat_2	17608	4.0000	10.0000	18.0000	15.0000	11.0000	4.0000	13.0000	17.0000	4.0000	0.0000	11.0000	0.0000	1.0000	5.0000	4.0000
VIRSorter_Contig_719-cat_2	17589	14.0000	14.0000	184.0000	157.0000	6.0000	14.0000	104.0000	115.0000	153.0000	138.0000	20.0000	120.0000	63.0000	56.0000	25.0000
VIRSorter_Contig_139-cat_2	17578	302.0000	134.0000	181.0000	169.0000	276.0000	222.0000	231.0000	158.0000	317.0000	121.0000	101.0000	260.0000	154.0000	269.0000	161.0000
VIRSorter_Contig_667-cat_2	17566	16.0000	22.0000	12.0000	8.0000	16.0000	10.0000	14.0000	16.0000	10.0000	2.0000	0.0000	6.0000	2.0000	4.0000	6.0000
VIRSorter_Contig_4028-cat_2	17561	106.0000	312.0000	123.0000	93.0000	323.0000	209.0000	631.0000	742.0000	2111.0000	528.0000	246.0000	2246.0000	681.0000	859.0000	798.0000
VIRSorter_Contig_2469-cat_2	17559	323.0000	390.0000	180.0000	126.0000	883.0000	583.0000	1796.0000	1344.0000	20.0000	2.0000	168.0000	16.0000	12.0000	77.0000	110.0000
VIRSorter_Contig_1291-cat_2	17549	96.0000	55.0000	0.0000	0.0000	1059.0000	653.0000	0.0000	0.0000	4.0000	0.0000	9.0000	0.0000	0.0000	16.0000	6.0000
VIRSorter_Contig_1118-cat_2	17528	1392.0000	777.0000	2418.0000	1743.0000	1537.0000	1081.0000	1963.0000	1118.0000	2539.0000	1774.0000	895.0000	1496.0000	1266.0000	3646.0000	1988.0000
VIRSorter_Contig_1012-cat_2	17518	216.0000	124.0000	324.0000	352.0000	390.0000	347.0000	614.0000	322.0000	493.0000	308.0000	258.0000	866.0000	512.0000	462.0000	285.0000
VIRSorter_Contig_894-cat_2	17504	56.0000	85.0000	2133.0000	716.0000	0.0000	2.0000	69.0000	108.0000	527.0000	508.0000	123.0000	18.0000	18.0000	0.0000	0.0000
VIRSorter_Contig_442-cat_2	17501	1462.0000	483.0000	318.0000	297.0000	1153.0000	785.0000	613.0000	767.0000	508.0000	265.0000	168.0000	619.0000	427.0000	742.0000	541.0000
VIRSorter_Contig_3857-cat_2	17453	62.0000	38.0000	28.0000	115.0000	68.0000	52.0000	139.0000	75.0000	138.0000	109.0000	94.0000	200.0000	1352.0000	48.0000	50.0000
VIRSorter_Contig_2999-cat_2	17424	8.0000	6.0000	216.0000	148.0000	2.0000	4.0000	56.0000	46.0000	821.0000	1130.0000	10.0000	108.0000	439.0000	4.0000	6.0000
VIRSorter_Contig_4065-cat_2	17392	295.0000	141.0000	25.0000	28.0000	460.0000	219.0000	123.0000	70.0000	202.0000	76.0000	46.0000	238.0000	145.0000	1580.0000	794.0000
VIRSorter_Contig_2504-cat_2	17355	353.0000	219.0000	899.0000	963.0000	624.0000	241.0000	491.0000	418.0000	813.0000	792.0000	466.0000	599.0000	864.0000	1187.0000	871.0000
VIRSorter_Contig_4551-cat_2	17348	73.0000	26.0000	33.0000	24.0000	59.0000	30.0000	59.0000	18.0000	46.0000	52.0000	26.0000	82.0000	60.0000	134.0000	1153.0000
VIRSorter_Contig_542-cat_2	17333	5269.0000	3142.0000	5482.0000	5830.0000	5801.0000	3757.0000	5982.0000	4661.0000	7365.0000	4831.0000	3115.0000	10656.0000	7198.0000	8677.0000	5371.0000
VIRSorter_Contig_3166-cat_2	17322	590.0000	454.0000	257.0000	249.0000	141.0000	132.0000	324.0000	255.0000	254.0000	203.0000	147.0000	1483.0000	1058.0000	421.0000	266.0000
VIRSorter_Contig_2475-cat_2	17312	134.0000	114.0000	177.0000	137.0000	70.0000	46.0000	322.0000	1170.0000	252.0000	234.0000	213.0000	121.0000	149.0000	114.0000	38.0000
VIRSorter_Contig_452-cat_2	17311	925.0000	496.0000	8.0000	2.0000	26.0000	26.0000	2.0000	0.0000	0.0000	0.0000	32.0000	0.0000	2.0000	392.0000	162.0000
VIRSorter_Contig_4165-cat_2	17305	1130.0000	549.0000	1025.0000	1162.0000	1086.0000	704.0000	1062.0000	776.0000	1086.0000	583.0000	467.0000	1058.0000	720.0000	1545.0000	1001.0000
VIRSorter_Contig_4455-cat_2	17287	84.0000	37.0000	77.0000	96.0000	115.0000	104.0000	71.0000	74.0000	117.0000	72.0000	79.0000	85.0000	86.0000	125.0000	79.0000
VIRSorter_Contig_2690-cat_2	17287	18.0000	103.0000	2.0000	4.0000	3480.0000	640.0000	14.0000	28.0000	1114.0000	1119.0000	1064.0000	553.0000	290.0000	1208.0000	641.0000
VIRSorter_Contig_2821-cat_2	17278	4.0000	2.0000	0.0000	7.0000	10.0000	2.0000	2.0000	4.0000	6.0000	10.0000	4.0000	8.0000	10.0000	6.0000	4.0000
VIRSorter_Contig_4577-cat_2	17244	367.0000	107.0000	364.0000	448.0000	393.0000	209.0000	3998.0000	822.0000	3737.0000	1069.0000	1009.0000	3706.0000	841.0000	1081.0000	947.0000
VIRSorter_Contig_2281-cat_2	17232	302.0000	210.0000	466.0000	514.0000	373.0000	244.0000	700.0000	431.0000	290.0000	197.0000	107.0000	339.0000	152.0000	479.0000	350.0000
VIRSorter_Contig_2963-cat_2	17226	115.0000	79.0000	1093.0000	1101.0000	472.0000	292.0000	308.0000	325.0000	1589.0000	1602.0000	389.0000	1003.0000	689.0000	326.0000	360.0000
VIRSorter_Contig_3639-cat_2	17219	3.0000	6.0000	31.0000	25.0000	11.0000	26.0000	115.0000	30.0000	14.0000	6.0000	0.0000	1745.0000	236.0000	33.0000	8.0000
VIRSorter_Contig_1570-cat_2	17201	869.0000	364.0000	842.0000	706.0000	1407.0000	395.0000	314.0000	108.0000	2299.0000	326.0000	127.0000	568.0000	337.0000	337.0000	524.0000
VIRSorter_Contig_2193-cat_2	17186	841.0000	526.0000	292.0000	363.0000	1747.0000	1164.0000	1402.0000	963.0000	833.0000	333.0000	352.0000	556.0000	343.0000	643.0000	359.0000
VIRSorter_Contig_3696-cat_2	17178	1609.0000	1015.0000	2387.0000	1818.0000	2448.0000	2593.0000	2481.0000	1253.0000	990.0000	568.0000	902.0000	2549.0000	1551.0000	1563.0000	1061.0000
VIRSorter_Contig_4564-cat_2	17159	232.0000	78.0000	245.0000	301.0000	35.0000	11.0000	30.0000	31.0000	183.0000	78.0000	90.0000	392.0000	114.0000	1163.0000	1747.0000
VIRSorter_Contig_1681-cat_2	17137	2089.0000	1380.0000	3272.0000	3288.0000	2718.0000	2286.0000	6954.0000	6351.0000	5894.0000	3045.0000	2006.0000	5673.0000	2488.0000	1962.0000	1369.0000
VIRSorter_Contig_2990-cat_2	17090	386.0000	69.0000	902.0000	280.0000	223.0000	177.0000	178.0000	197.0000	325.0000	1295.0000	73.0000	522.0000	418.0000	189.0000	135.0000
VIRSorter_Contig_318-cat_2	17086	1558.0000	942.0000	551.0000	1056.0000	1181.0000	979.0000	1294.0000	792.0000	371.0000	250.0000	201.0000	475.0000	167.0000	782.0000	611.0000
VIRSorter_Contig_4405-cat_2	17075	0.0000	2.0000	10.0000	2.0000	133.0000	62.0000	7.0000	12.0000	14.0000	18.0000	85.0000	12.0000	34.0000	881.0000	802.0000
VIRSorter_Contig_1802-cat_2	17073	122.0000	457.0000	374.0000	324.0000	579.0000	922.0000	445.0000	411.0000	569.0000	107.0000	211.0000	345.0000	473.0000	253.0000	466.0000
VIRSorter_Contig_3277-cat_2	17065	54.0000	36.0000	215.0000	283.0000	156.0000	122.0000	401.0000	143.0000	801.0000	391.0000	70.0000	1200.0000	910.0000	106.0000	84.0000
VIRSorter_Contig_3071-cat_2	17057	2115.0000	1737.0000	3776.0000	3761.0000	3740.0000	784.0000	5481.0000	2524.0000	10596.0000	3905.0000	1841.0000	16800.0000	7265.0000	5848.0000	3021.0000
VIRSorter_Contig_1692-cat_2	17050	788.0000	455.0000	1147.0000	1066.0000	765.0000	648.0000	1087.0000	609.0000	1322.0000	559.0000	267.0000	1328.0000	832.0000	988.0000	671.0000
VIRSorter_Contig_3788-cat_2	17041	106.0000	56.0000	45.0000	58.0000	133.0000	88.0000	138.0000	78.0000	49.0000	24.0000	61.0000	177.0000	1055.0000	84.0000	222.0000
VIRSorter_Contig_2255-cat_2	17023	9.0000	28.0000	21.0000	19.0000	6.0000	6.0000	1067.0000	162.0000	15.0000	2.0000	13.0000	0.0000	10.0000	5.0000	6.0000
VIRSorter_Contig_268-cat_2	17010	1744.0000	821.0000	390.0000	342.0000	1117.0000	931.0000	590.0000	226.0000	43.0000	37.0000	240.0000	157.0000	91.0000	329.0000	202.0000
VIRSorter_Contig_2250-cat_2	17002	18.0000	57.0000	908.0000	498.0000	80.0000	126.0000	1291.0000	210.0000	1006.0000	214.0000	15.0000	232.0000	370.0000	10.0000	14.0000
VIRSorter_Contig_1754-cat_2	16999	10.0000	12.0000	24.0000	12.0000	28.0000	29.0000	20.0000	6.0000	6.0000	10.0000	10.0000	6.0000	6.0000	16.0000	8.0000
VIRSorter_Contig_4052-cat_2	16871	50.0000	64.0000	60.0000	118.0000	207.0000	60.0000	188.0000	197.0000	47.0000	58.0000	288.0000	119.0000	88.0000	1068.0000	237.0000
VIRSorter_Contig_2170-cat_2	16824	334.0000	340.0000	144.0000	207.0000	355.0000	249.0000	679.0000	446.0000	189.0000	160.0000	55.0000	449.0000	190.0000	329.0000	329.0000
VIRSorter_Contig_2572-cat_2	16821	2.0000	2.0000	4.0000	0.0000	4.0000	0.0000	6.0000	1.0000	1214.0000	26.0000	2.0000	22.0000	20.0000	6.0000	6.0000
VIRSorter_Contig_3361-cat_2	16804	1527.0000	929.0000	1043.0000	840.0000	1333.0000	736.0000	1752.0000	1174.0000	1446.0000	905.0000	617.0000	1501.0000	1074.0000	1787.0000	1131.0000
VIRSorter_Contig_2492-cat_2	16794	0.0000	0.0000	18.0000	45.0000	6.0000	0.0000	777.0000	938.0000	26.0000	50.0000	4.0000	42.0000	42.0000	7.0000	0.0000
VIRSorter_Contig_2487-cat_2	16742	4.0000	32.0000	6.0000	10.0000	556.0000	464.0000	432.0000	1679.0000	106.0000	40.0000	362.0000	66.0000	22.0000	235.0000	42.0000
VIRSorter_Contig_3404-cat_2	16666	57.0000	62.0000	78.0000	202.0000	833.0000	267.0000	153.0000	40.0000	762.0000	435.0000	193.0000	820.0000	669.0000	744.0000	391.0000
VIRSorter_Contig_4529-cat_2	16640	27.0000	20.0000	59.0000	52.0000	4.0000	6.0000	89.0000	20.0000	57.0000	52.0000	72.0000	78.0000	60.0000	256.0000	159.0000
VIRSorter_Contig_3664-cat_2	16637	11.0000	14.0000	79.0000	21.0000	277.0000	51.0000	148.0000	76.0000	120.0000	185.0000	532.0000	1445.0000	39.0000	455.0000	161.0000
VIRSorter_Contig_703-cat_2	16628	2008.0000	1008.0000	1508.0000	2096.0000	2366.0000	1298.0000	2334.0000	1556.0000	2940.0000	1309.0000	710.0000	3866.0000	2988.0000	1121.0000	639.0000
VIRSorter_Contig_3276-cat_2	16600	2.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	0.0000	1716.0000	14.0000	0.0000	0.0000
VIRSorter_Contig_798-cat_2	16599	545.0000	542.0000	819.0000	2033.0000	426.0000	575.0000	825.0000	678.0000	869.0000	563.0000	142.0000	4633.0000	1210.0000	1386.0000	720.0000
VIRSorter_Contig_995-cat_2	16540	154.0000	112.0000	205.0000	306.0000	153.0000	171.0000	105.0000	125.0000	156.0000	136.0000	97.0000	144.0000	203.0000	157.0000	229.0000
VIRSorter_Contig_3846-cat_2	16522	978.0000	577.0000	588.0000	614.0000	1121.0000	770.0000	1214.0000	732.0000	231.0000	124.0000	257.0000	1453.0000	1109.0000	776.0000	272.0000
VIRSorter_Contig_942-cat_2	16516	190.0000	58.0000	417.0000	403.0000	256.0000	340.0000	224.0000	150.0000	362.0000	234.0000	67.0000	364.0000	219.0000	273.0000	258.0000
VIRSorter_Contig_4122-cat_2	16501	878.0000	568.0000	1350.0000	1325.0000	1919.0000	1285.0000	1336.0000	912.0000	2015.0000	1266.0000	495.0000	1969.0000	1399.0000	2519.0000	1433.0000
VIRSorter_Contig_3327-cat_2	16492	5.0000	2.0000	6.0000	14.0000	6.0000	6.0000	8.0000	2.0000	1.0000	4.0000	0.0000	0.0000	2.0000	0.0000	0.0000
VIRSorter_Contig_4022-cat_2	16492	2381.0000	702.0000	717.0000	635.0000	521.0000	211.0000	824.0000	467.0000	642.0000	224.0000	543.0000	658.0000	577.0000	1500.0000	890.0000
VIRSorter_Contig_1164-cat_2	16485	350.0000	118.0000	98.0000	333.0000	1620.0000	32.0000	30.0000	28.0000	150.0000	82.0000	32.0000	133.0000	32.0000	350.0000	86.0000
VIRSorter_Contig_2134-cat_2	16463	861.0000	527.0000	358.0000	481.0000	747.0000	612.0000	713.0000	426.0000	299.0000	140.0000	157.0000	213.0000	89.0000	454.0000	353.0000
